




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
BLACK RIVER                   317                           159                           50.16%
BLOOMINGVALE                  751                           375                           49.93%
CADES                         502                           222                           44.22%
CEDAR SWAMP                   319                           157                           49.22%
CENTRAL                       858                           377                           43.94%
EARLES                        554                           283                           51.08%
GREELEYVILLE                  1293                          558                           43.16%
HARMONY                       283                           172                           60.78%
HEBRON                        447                           62                            13.87%
HEMINGWAY                     1445                          697                           48.24%
HENRY-POPLAR HILL             524                           265                           50.57%
INDIANTOWN                    1338                          595                           44.47%
KINGSTREE NO.1                2775                          1104                          39.78%
KINGSTREE NO.2                880                           244                           27.73%
KINGSTREE NO.3                2132                          700                           32.83%
KINGSTREE NO.4                1175                          453                           38.55%
LANE                          823                           408                           49.57%
MORRISVILLE                   211                           121                           57.35%
MOUNT VERNON                  370                           178                           48.11%
NESMITH                       532                           300                           56.39%
PERGAMOS                      181                           113                           62.43%
PINEY FOREST                  328                           201                           61.28%
SALTERS                       979                           481                           49.13%
SANDY BAY                     320                           174                           54.38%
SINGLETARY                    255                           138                           54.12%
SUTTONS                       220                           122                           55.45%
TRIO                          813                           382                           46.99%
MUDDY CREEK                   723                           416                           57.54%
Absentee                      0                             2119                          0.00%
Emergency                     0                             152                           0.00%
Failsafe                      0                             0                             0.00%
Provisional                   0                             38                            0.00%
Failsafe Provisional          0                             7                             0.00%
Total:                        21348                         11773                         55.15%

                                                                                                                                                                                                     STRAIGHT PARTY (Vote For 1)
                                                            Democratic                                                  Working Families                                            United Citizens                                             Green                                                       Republican                                                  American                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           78                            78                            2                             2                             5                             5                             0                             0                             34                            34                            0                             0                             119                           
BLOOMINGVALE                  751                           214                           214                           1                             1                             5                             5                             0                             0                             90                            90                            2                             2                             312                           
CADES                         502                           114                           114                           2                             2                             1                             1                             0                             0                             56                            56                            0                             0                             173                           
CEDAR SWAMP                   319                           52                            52                            0                             0                             1                             1                             0                             0                             59                            59                            0                             0                             112                           
CENTRAL                       858                           181                           181                           2                             2                             1                             1                             1                             1                             68                            68                            1                             1                             254                           
EARLES                        554                           54                            54                            0                             0                             0                             0                             0                             0                             169                           169                           1                             1                             224                           
GREELEYVILLE                  1293                          386                           386                           0                             0                             0                             0                             1                             1                             54                            54                            0                             0                             441                           
HARMONY                       283                           41                            41                            0                             0                             0                             0                             0                             0                             99                            99                            0                             0                             140                           
HEBRON                        447                           10                            10                            0                             0                             0                             0                             0                             0                             35                            35                            0                             0                             45                            
HEMINGWAY                     1445                          334                           334                           1                             1                             2                             2                             0                             0                             155                           155                           4                             4                             496                           
HENRY-POPLAR HILL             524                           85                            85                            1                             1                             1                             1                             1                             1                             60                            60                            0                             0                             148                           
INDIANTOWN                    1338                          334                           334                           2                             2                             4                             4                             2                             2                             42                            42                            0                             0                             384                           
KINGSTREE NO.1                2775                          419                           419                           5                             5                             7                             7                             0                             0                             306                           306                           2                             2                             739                           
KINGSTREE NO.2                880                           200                           200                           1                             1                             1                             1                             0                             0                             6                             6                             0                             0                             208                           
KINGSTREE NO.3                2132                          509                           509                           4                             4                             7                             7                             3                             3                             37                            37                            4                             4                             564                           
KINGSTREE NO.4                1175                          271                           271                           9                             9                             3                             3                             0                             0                             62                            62                            2                             2                             347                           
LANE                          823                           331                           331                           3                             3                             1                             1                             1                             1                             20                            20                            2                             2                             358                           
MORRISVILLE                   211                           99                            99                            1                             1                             1                             1                             0                             0                             6                             6                             1                             1                             108                           
MOUNT VERNON                  370                           88                            88                            0                             0                             2                             2                             0                             0                             46                            46                            0                             0                             136                           
NESMITH                       532                           224                           224                           2                             2                             4                             4                             1                             1                             20                            20                            0                             0                             251                           
PERGAMOS                      181                           44                            44                            0                             0                             0                             0                             0                             0                             52                            52                            0                             0                             96                            
PINEY FOREST                  328                           1                             1                             0                             0                             1                             1                             0                             0                             162                           162                           1                             1                             165                           
SALTERS                       979                           344                           344                           0                             0                             0                             0                             1                             1                             37                            37                            3                             3                             385                           
SANDY BAY                     320                           39                            39                            2                             2                             0                             0                             0                             0                             71                            71                            2                             2                             114                           
SINGLETARY                    255                           88                            88                            0                             0                             2                             2                             1                             1                             7                             7                             1                             1                             99                            
SUTTONS                       220                           30                            30                            2                             2                             0                             0                             0                             0                             62                            62                            1                             1                             95                            
TRIO                          813                           290                           290                           1                             1                             1                             1                             0                             0                             23                            23                            1                             1                             316                           
MUDDY CREEK                   723                           106                           106                           2                             2                             0                             0                             0                             0                             128                           128                           1                             1                             237                           
Absentee                      0                             1329                          1329                          10                            10                            20                            20                            6                             6                             241                           241                           8                             8                             1614                          
Emergency                     0                             11                            11                            0                             0                             1                             1                             0                             0                             106                           106                           0                             0                             118                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             13                            13                            0                             0                             0                             0                             0                             0                             16                            16                            0                             0                             29                            
Failsafe Provisional          0                             4                             4                             0                             0                             1                             1                             0                             0                             1                             1                             0                             0                             6                             
Totals:                       21348                         6323                          6323                          53                            53                            72                            72                            18                            18                            2330                          2330                          37                            37                            8833                          

                                                                                                           Governor and Lieutenant Governor (Vote FoCENTRAL                       858                           166                           166                           9                             9                             175                           
EARLES                        554                           221                           221                           2                             2                             223                           
GREELEYVILLE                  1293                          156                           156                           13                            13                            169                           
HARMONY                       283                           134                           134                           0                             0                             134                           
HEBRON                        447                           51                            51                            0                             0                             51                            
HEMINGWAY                     1445                          318                           318                           2                             2                             320                           
HENRY-POPLAR HILL             524                           161                           161                           5                             5                             166                           
INDIANTOWN                    1338                          207                           207                           14                            14                            221                           
KINGSTREE NO.1                2775                          635                           635                           12                            12                            647                           
KINGSTREE NO.2                880                           46                            46                            10                            10                            56                            
KINGSTREE NO.3                2132                          149                           149                           15                            15                            164                           
KINGSTREE NO.4                1175                          153                           153                           8                             8                             161                           
LANE                          823                           56                            56                            5                             5                             61                            
MORRISVILLE                   211                           31                            31                            1                             1                             32                            
MOUNT VERNON                  370                           85                            85                            3                             3                             88                            
NESMITH                       532                           58                            58                            2                             2                             60                            
PERGAMOS                      181                           71                            71                            2                             2                             73                            
PINEY FOREST                  328                           197                           197                           0                             0                             197                           
SALTERS                       979                           116                           116                           5                             5                             121                           
SANDY BAY                     320                           128                           128                           1                             1                             129                           
SINGLETARY                    255                           38                            38                            2                             2                             40                            
SUTTONS                       220                           90                            90                            0                             0                             90                            
TRIO                          813                           88                            88                            1                             1                             89                            
MUDDY CREEK                   723                           296                           296                           2                             2                             298                           
Absentee                      0                             630                           630                           33                            33                            663                           
Emergency                     0                             141                           141                           0                             0                             141                           
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             21                            21                            1                             1                             22                            
Failsafe Provisional          0                             3                             3                             0                             0                             3                             
Totals:                       21348                         4866                          4866                          160                           160                           5026                          

                                                                             State Superintendent of Education (Vote For 1)
                                                            Molly Mitchell Spearman                                     Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           66                            66                            0                             0                             66                            
BLOOMINGVALE                  751                           131                           131                           0                             0                             131                           
CADES                         502                           86                            86                            0                             0                             86                            
CEDAR SWAMP                   319                           85                            85                            2                             2                             87                            
CENTRAL                       858                           146                           146                           1                             1                             147                           
EARLES                        554                           211                           211                           0                             0                             211                           
GREELEYVILLE                  1293                          124                           124                           5                             5                             129                           
HARMONY                       283                           124                           124                           1                             1                             125                           
HEBRON                        447                           48                            48                            0                             0                             48                            
HEMINGWAY                     1445                          269                           269                           2                             2                             271                           
HENRY-POPLAR HILL             524                           132                           132                           1                             1                             133                           
INDIANTOWN                    1338                          117                           117                           0                             0                             117                           
KINGSTREE NO.1                2775                          580                           580                           0                             0                             580                           
KINGSTREE NO.2                880                           17                            17                            0                             0                             17                            
KINGSTREE NO.3                2132                          82                            82                            2                             2                             84                            
KINGSTREE NO.4                1175                          108                           108                           1                             1                             109                           
LANE                          823                           42                            42                            1                             1                             43                            
MORRISVILLE                   211                           9                             9                             0                             0                             9                             
MOUNT VERNON                  370                           78                            78                            0                             0                             78                            
NESMITH                       532                           42                            42                            0                             0                             42                            
PERGAMOS                      181                           67                            67                            0                             0                             67                            
PINEY FOREST                  328                           195                           195                           0                             0                             195                           
SALTERS                       979                           81                            81                            2                             2                             83                            
SANDY BAY                     320                           126                           126                           0                             0                             126                           
SINGLETARY                    255                           23                            23                            1                             1                             24                            
SUTTONS                       220                           87                            87                            0                             0                             87                            
TRIO                          813                           47                            47                            1                             1                             48                            
MUDDY CREEK                   723                           271                           271                           2                             2                             273                           
Absentee                      0                             529                           529                           2                             2                             531                           
Emergency                     0                             138                           138                           1                             1                             139                           
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             22                            22                            0                             0                             22                            
Failsafe Provisional          0                             2                             2                             0                             0                             2                             
Totals:                       21348                         4085                          4085                          25                            25                            4110                          

                                                                                                                                         Commissioner of Agriculture (Vote For 1)
                                                            Chris Nelums                                                David Edmond                                                Hugh Weathers                                               Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           15                            15                            9                             9                             66                            66                            2                             2                             92                            
BLOOMINGVALE                  751                           39                            39                            21                            21                            130                           130                           1                             1                             191                           
CADES                         502                           25                            25                            15                            15                            84                            84                            0                             0                             124                           
CEDAR SWAMP                   319                           19                            19                            8                             8                             88                            88                            1                             1                             116                           
CENTRAL                       858                           83                            83                            26                            26                            145                           145                           3                             3                             257                           
EARLES                        554                           13                            13                            4                             4                             215                           215                           0                             0                             232                           
GREELEYVILLE                  1293                          111                           111                           45                            45                            126                           126                           5                             5                             287                           
HARMONY                       283                           12                            12                            3                             3                             126                           126                           0                             0                             141                           
HEBRON                        447                           2                             2                             2                             2                             49                            49                            0                             0                             53                            
HEMINGWAY                     1445                          84                            84                            50                            50                            273                           273                           0                             0                             407                           
HENRY-POPLAR HILL             524                           37                            37                            31                            31                            135                           135                           1                             1                             204                           
INDIANTOWN                    1338                          164                           164                           70                            70                            116                           116                           1                             1                             351                           
KINGSTREE NO.1                2775                          123                           123                           62                            62                            586                           586                           1                             1                             772                           
KINGSTREE NO.2                880                           75                            75                            27                            27                            11                            11                            2                             2                             115                           
KINGSTREE NO.3                2132                          125                           125                           88                            88                            82                            82                            1                             1                             296                           
KINGSTREE NO.4                1175                          56                            56                            43                            43                            120                           120                           3                             3                             222                           
LANE                          823                           51                            51                            31                            31                            33                            33                            1                             1                             116                           
MORRISVILLE                   211                           22                            22                            11                            11                            16                            16                            1                             1                             50                            
MOUNT VERNON                  370                           22                            22                            13                            13                            72                            72                            1                             1                             108                           
NESMITH                       532                           34                            34                            21                            21                            47                            47                            0                             0                             102                           
PERGAMOS                      181                           6                             6                             3                             3                             68                            68                            1                             1                             78                            
PINEY FOREST                  328                           2                             2                             2                             2                             196                           196                           0                             0                             200                           
SALTERS                       979                           74                            74                            39                            39                            76                            76                            1                             1                             190                           
SANDY BAY                     320                           4                             4                             3                             3                             128                           128                           0                             0                             135                           
SINGLETARY                    255                           23                            23                            13                            13                            26                            26                            0                             0                             62                            
SUTTONS                       220                           5                             5                             4                             4                             83                            83                            0                             0                             92                            
TRIO                          813                           71                            71                            42                            42                            56                            56                            1                             1                             170                           
MUDDY CREEK                   723                           24                            24                            25                            25                            282                           282                           1                             1                             332                           
Absentee                      0                             280                           280                           161                           161                           524                           524                           7                             7                             972                           
Emergency                     0                             2                             2                             2                             2                             137                           137                           0                             0                             141                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             3                             3                             2                             2                             22                            22                            1                             1                             28                            
Failsafe Provisional          0                             2                             2                             2                             2                             1                             1                             0                             0                             5                             
Totals:                       21348                         1608                          1608                          878                           878                           4119                          4119                          36                            36                            6641                          

                                                                                                                                         U.S.  House of Representatives, District  6 (Vote For 1)
                                                            James E Jim Clyburn                                         Bryan Pugh                                                  Gerhard R Gressmann                                         Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           96                            96                            2                             2                             58                            58                            0                             0                             156                           
BLOOMINGVALE                  751                           248                           248                           3                             3                             118                           118                           1                             1                             370                           
CADES                         502                           136                           136                           0                             0                             80                            80                            0                             0                             216                           
CEDAR SWAMP                   319                           72                            72                            1                             1                             80                            80                            1                             1                             154                           
CENTRAL                       858                           247                           247                           2                             2                             125                           125                           1                             1                             375                           
EARLES                        554                           74                            74                            0                             0                             208                           208                           0                             0                             282                           
GREELEYVILLE                  1293                          461                           461                           4                             4                             88                            88                            1                             1                             554                           
HARMONY                       283                           48                            48                            0                             0                             121                           121                           0                             0                             169                           
HEBRON                        447                           13                            13                            0                             0                             48                            48                            0                             0                             61                            
HEMINGWAY                     1445                          450                           450                           3                             3                             233                           233                           0                             0                             686                           
HENRY-POPLAR HILL             524                           135                           135                           3                             3                             121                           121                           2                             2                             261                           
INDIANTOWN                    1338                          497                           497                           6                             6                             86                            86                            0                             0                             589                           
KINGSTREE NO.1                2775                          580                           580                           8                             8                             500                           500                           2                             2                             1090                          
KINGSTREE NO.2                880                           233                           233                           2                             2                             6                             6                             0                             0                             241                           
KINGSTREE NO.3                2132                          629                           629                           4                             4                             57                            57                            0                             0                             690                           
KINGSTREE NO.4                1175                          336                           336                           7                             7                             97                            97                            0                             0                             440                           
LANE                          823                           377                           377                           3                             3                             27                            27                            0                             0                             407                           
MORRISVILLE                   211                           112                           112                           0                             0                             9                             9                             0                             0                             121                           
MOUNT VERNON                  370                           105                           105                           3                             3                             69                            69                            0                             0                             177                           
NESMITH                       532                           257                           257                           2                             2                             38                            38                            0                             0                             297                           
PERGAMOS                      181                           49                            49                            0                             0                             62                            62                            0                             0                             111                           
PINEY FOREST                  328                           9                             9                             1                             1                             189                           189                           0                             0                             199                           
SALTERS                       979                           406                           406                           5                             5                             61                            61                            0                             0                             472                           
SANDY BAY                     320                           52                            52                            3                             3                             119                           119                           0                             0                             174                           
SINGLETARY                    255                           115                           115                           2                             2                             20                            20                            0                             0                             137                           
SUTTONS                       220                           35                            35                            0                             0                             85                            85                            0                             0                             120                           
TRIO                          813                           336                           336                           2                             2                             37                            37                            0                             0                             375                           
MUDDY CREEK                   723                           162                           162                           4                             4                             246                           246                           0                             0                             412                           
Absentee                      0                             1650                          1650                          15                            15                            418                           418                           1                             1                             2084                          
Emergency                     0                             16                            16                            2                             2                             132                           132                           0                             0                             150                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             14                            14                            2                             2                             19                            19                            0                             0                             35                            
Failsafe Provisional          0                             6                             6                             0                             0                             1                             1                             0                             0                             7                             
Totals:                       21348                         7956                          7956                          89                            89                            3558                          3558                          9                             9                             11612                         

                                                                             State  House of Representatives, District  101 (Vote For 1)
                                                            Cezar McKnight                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           103                           103                           5                             5                             108                           
BLOOMINGVALE                  751                           265                           265                           7                             7                             272                           
CADES                         502                           151                           151                           5                             5                             156                           
CEDAR SWAMP                   319                           76                            76                            16                            16                            92                            
CENTRAL                       858                           274                           274                           20                            20                            294                           
EARLES                        554                           100                           100                           7                             7                             107                           
GREELEYVILLE                  1293                          477                           477                           16                            16                            493                           
HARMONY                       283                           76                            76                            8                             8                             84                            
HEBRON                        447                           26                            26                            1                             1                             27                            
HEMINGWAY                     1445                          499                           499                           6                             6                             505                           
HENRY-POPLAR HILL             524                           173                           173                           8                             8                             181                           
INDIANTOWN                    1338                          531                           531                           4                             4                             535                           
KINGSTREE NO.1                2775                          662                           662                           75                            75                            737                           
KINGSTREE NO.2                880                           229                           229                           3                             3                             232                           
KINGSTREE NO.3                2132                          630                           630                           8                             8                             638                           
KINGSTREE NO.4                1175                          352                           352                           10                            10                            362                           
LANE                          823                           377                           377                           3                             3                             380                           
MOUNT VERNON                  370                           122                           122                           7                             7                             129                           
PERGAMOS                      181                           62                            62                            1                             1                             63                            
PINEY FOREST                  328                           33                            33                            3                             3                             36                            
SALTERS                       979                           421                           421                           3                             3                             424                           
SANDY BAY                     320                           75                            75                            15                            15                            90                            
SINGLETARY                    255                           122                           122                           3                             3                             125                           
SUTTONS                       220                           56                            56                            4                             4                             60                            
TRIO                          813                           331                           331                           5                             5                             336                           
MUDDY CREEK                   723                           235                           235                           11                            11                            246                           
Absentee                      0                             1670                          1670                          47                            47                            1717                          
Emergency                     0                             33                            33                            3                             3                             36                            
Failsafe                      0                             0                             0                             0                             0                             0                             
Provisional                   0                             20                            20                            0                             0                             20                            
