




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
ROCKY CREEK                   2276                          222                           222                           4                             4                             3                             3                             0                             0                             3                             3                             369                           369                           4                             4                             605                           
ROLLING GREEN                 1850                          133                           133                           0                             0                             1                             1                             0                             0                             1                             1                             430                           430                           3                             3                             568                           
ROYAL OAKS                    1558                          462                           462                           1                             1                             2                             2                             7                             7                             2                             2                             46                            46                            1                             1                             521                           
SALUDA                        1487                          190                           190                           3                             3                             2                             2                             0                             0                             0                             0                             288                           288                           4                             4                             487                           
SANDY FLAT                    3294                          185                           185                           4                             4                             0                             0                             0                             0                             0                             0                             858                           858                           1                             1                             1048                          
SEVIER                        2698                          189                           189                           3                             3                             3                             3                             0                             0                             0                             0                             524                           524                           3                             3                             722                           
SILVERLEAF                    2191                          152                           152                           3                             3                             0                             0                             0                             0                             2                             2                             428                           428                           3                             3                             588                           
SIMPSONVILLE 1                2601                          272                           272                           4                             4                             2                             2                             0                             0                             0                             0                             468                           468                           5                             5                             751                           
SIMPSONVILLE 2                1716                          191                           191                           1                             1                             3                             3                             0                             0                             1                             1                             307                           307                           0                             0                             503                           
SIMPSONVILLE 3                2385                          161                           161                           6                             6                             2                             2                             0                             0                             1                             1                             461                           461                           2                             2                             633                           
SIMPSONVILLE 4                2050                          225                           225                           0                             0                             3                             3                             0                             0                             0                             0                             300                           300                           3                             3                             531                           
SIMPSONVILLE 5                2054                          335                           335                           4                             4                             0                             0                             0                             0                             3                             3                             281                           281                           1                             1                             624                           
SIMPSONVILLE 6                2728                          324                           324                           5                             5                             1                             1                             0                             0                             1                             1                             471                           471                           3                             3                             805                           
SKYLAND                       2504                          61                            61                            2                             2                             1                             1                             0                             0                             2                             2                             777                           777                           2                             2                             845                           
SLATER MARIETTA               2873                          107                           107                           5                             5                             0                             0                             0                             0                             3                             3                             713                           713                           2                             2                             830                           
SOUTHSIDE                     2277                          298                           298                           3                             3                             1                             1                             0                             0                             2                             2                             192                           192                           1                             1                             497                           
SPRING FOREST                 2520                          253                           253                           1                             1                             2                             2                             0                             0                             0                             0                             290                           290                           1                             1                             547                           
STONE VALLEY                  2485                          232                           232                           3                             3                             0                             0                             0                             0                             2                             2                             397                           397                           6                             6                             640                           
STONEHAVEN                    1914                          170                           170                           1                             1                             0                             0                             0                             0                             3                             3                             321                           321                           1                             1                             496                           
SUBER MILL                    2796                          277                           277                           3                             3                             3                             3                             0                             0                             2                             2                             501                           501                           5                             5                             791                           
SUGAR CREEK                   2304                          126                           126                           1                             1                             0                             0                             0                             0                             0                             0                             472                           472                           4                             4                             603                           
SULPHUR SPRINGS               2279                          186                           186                           11                            11                            5                             5                             0                             0                             0                             0                             504                           504                           4                             4                             710                           
SYCAMORE                      2336                          194                           194                           0                             0                             4                             4                             0                             0                             0                             0                             612                           612                           4                             4                             814                           
TANGLEWOOD                    2569                          394                           394                           2                             2                             3                             3                             1                             1                             0                             0                             292                           292                           3                             3                             695                           
TAYLORS                       2355                          302                           302                           4                             4                             1                             1                             0                             0                             2                             2                             331                           331                           4                             4                             644                           
THORNBLADE                    3361                          216                           216                           3                             3                             0                             0                             0                             0                             2                             2                             535                           535                           4                             4                             760                           
TIGERVILLE                    2529                          143                           143                           4                             4                             0                             0                             0                             0                             1                             1                             677                           677                           1                             1                             826                           
TIMBERLAKE                    2633                          186                           186                           3                             3                             1                             1                             0                             0                             5                             5                             414                           414                           7                             7                             616                           
TRADE                         2466                          266                           266                           2                             2                             6                             6                             0                             0                             4                             4                             293                           293                           5                             5                             576                           
TUBBS MOUNTAIN                2287                          122                           122                           2                             2                             1                             1                             0                             0                             1                             1                             616                           616                           0                             0                             742                           
WADE HAMPTON                  2436                          163                           163                           5                             5                             5                             5                             0                             0                             0                             0                             396                           396                           4                             4                             573                           
WALNUT SPRINGS                4917                          444                           444                           6                             6                             3                             3                             0                             0                             3                             3                             1002                          1002                          3                             3                             1461                          
WELCOME                       2306                          352                           352                           2                             2                             2                             2                             0                             0                             3                             3                             242                           242                           1                             1                             602                           
WELLINGTON                    1587                          97                            97                            3                             3                             0                             0                             0                             0                             1                             1                             296                           296                           2                             2                             399                           
WESTCLIFFE                    1849                          170                           170                           5                             5                             2                             2                             0                             0                             2                             2                             293                           293                           4                             4                             476                           
WESTSIDE                      2197                          236                           236                           5                             5                             3                             3                             0                             0                             2                             2                             339                           339                           4                             4                             589                           
WOODMONT                      2693                          433                           433                           1                             1                             2                             2                             9                             9                             3                             3                             329                           329                           3                             3                             780                           
WOODRUFF LAKES                2704                          214                           214                           3                             3                             1                             1                             0                             0                             0                             0                             545                           545                           3                             3                             766                           
MT. PLEASANT                  1818                          408                           408                           6                             6                             4                             4                             3                             3                             1                             1                             86                            86                            2                             2                             510                           
BAKER CREEK                   1401                          104                           104                           4                             4                             1                             1                             0                             0                             1                             1                             309                           309                           3                             3                             422                           
BRIDGE FORK                   1713                          139                           139                           1                             1                             0                             0                             0                             0                             1                             1                             388                           388                           2                             2                             531                           
CASTLE ROCK                   2639                          154                           154                           0                             0                             2                             2                             0                             0                             0                             0                             688                           688                           3                             3                             847                           
FOX CHASE                     1867                          85                            85                            1                             1                             1                             1                             0                             0                             0                             0                             482                           482                           1                             1                             570                           
FROHAWK                       1644                          103                           103                           0                             0                             0                             0                             0                             0                             2                             2                             460                           460                           2                             2                             567                           
GRANITE CREEK                 2814                          292                           292                           3                             3                             3                             3                             0                             0                             1                             1                             534                           534                           4                             4                             837                           
GRAZE BRANCH                  1586                          121                           121                           2                             2                             0                             0                             0                             0                             1                             1                             372                           372                           3                             3                             499                           
GREENBRIAR                    1770                          237                           237                           4                             4                             0                             0                             0                             0                             4                             4                             288                           288                           3                             3                             536                           
HILLCREST                     2534                          246                           246                           2                             2                             1                             1                             0                             0                             1                             1                             492                           492                           4                             4                             746                           
HOLLY TREE                    1370                          122                           122                           1                             1                             0                             0                             0                             0                             0                             0                             303                           303                           1                             1                             427                           
KILGORE FARMS                 2544                          255                           255                           3                             3                             2                             2                             0                             0                             0                             0                             434                           434                           5                             5                             699                           
LOCUST HILL                   1532                          78                            78                            1                             1                             1                             1                             0                             0                             1                             1                             396                           396                           3                             3                             480                           
LONG CREEK                    1554                          147                           147                           3                             3                             1                             1                             0                             0                             0                             0                             332                           332                           2                             2                             485                           
MOORE CREEK                   3312                          468                           468                           12                            12                            1                             1                             0                             0                             4                             4                             527                           527                           11                            11                            1023                          
ONEAL                         2727                          140                           140                           3                             3                             0                             0                             0                             0                             1                             1                             743                           743                           4                             4                             891                           
RANCH CREEK                   2736                          498                           498                           8                             8                             6                             6                             0                             0                             2                             2                             317                           317                           6                             6                             837                           
RIVERSIDE                     2497                          272                           272                           5                             5                             1                             1                             0                             0                             2                             2                             374                           374                           3                             3                             657                           
SPARROWS POINT                2355                          220                           220                           2                             2                             3                             3                             0                             0                             0                             0                             443                           443                           2                             2                             670                           
STANDING SPRINGS              1824                          203                           203                           4                             4                             1                             1                             0                             0                             1                             1                             306                           306                           1                             1                             516                           
TRAVELERS REST 1              2522                          215                           215                           2                             2                             1                             1                             0                             0                             3                             3                             462                           462                           3                             3                             686                           
TRAVELERS REST 2              1600                          123                           123                           1                             1                             0                             0                             0                             0                             0                             0                             349                           349                           1                             1                             474                           
TYGER RIVER                   1500                          173                           173                           2                             2                             1                             1                             0                             0                             3                             3                             221                           221                           2                             2                             402                           
VERDMONT                      2192                          231                           231                           1                             1                             0                             0                             0                             0                             1                             1                             474                           474                           1                             1                             708                           
WARE PLACE                    1957                          141                           141                           3                             3                             2                             2                             0                             0                             0                             0                             469                           469                           3                             3                             618                           
Absentee                      0                             5486                          5486                          23                            23                            17                            17                            24                            24                            11                            11                            6229                          6229                          29                            29                            11819                         
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             184                           184                           5                             5                             3                             3                             2                             2                             0                             0                             91                            91                            1                             1                             286                           
Provisional                   0                             30                            30                            0                             0                             0                             0                             0                             0                             0                             0                             36                            36                            0                             0                             66                            
Failsafe Provisional          0                             163                           163                           2                             2                             5                             5                             5                             5                             0                             0                             156                           156                           0                             0                             331                           
Totals:                       335551                        39992                         39992                         494                           494                           282                           282                           84                            84                            211                           211                           63552                         63552                         494                           494                           105109                        

                                                                                                           Governor and Lieutenant Governor (Vote For 1)
                                                            James Smith / Mandy Powers Norrell                          Henry McMaster / Pamela Evette                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
GREENVILLE 1                  1707                          396                           396                           540                           540                           0                             0                             936                           
GREENVILLE 3                  2426                          709                           709                           592                           592                           3                             3                             1304                          
GREENVILLE 4                  2806                          798                           798                           283                           283                           3                             3                             1084                          
GREENVILLE 5                  2949                          868                           868                           412                           412                           2                             2                             1282                          
GREENVILLE 6                  684                           154                           154                           33                            33                            0                             0                             187                           
GREENVILLE 7                  2190                          634                           634                           165                           165                           3                             3                             802                           
GREENVILLE 8                  3067                          826                           826                           252                           252                           3                             3                             1081                          
GREENVILLE 10                 2686                          714                           714                           447                           447                           2                             2                             1163                          
GREENVILLE 14                 1861                          587                           587                           37                            37                            1                             1                             625                           
GREENVILLE 16                 2057                          468                           468                           479                           479                           3                             3                             950                           
GREENVILLE 17                 1760                          422                           422                           477                           477                           5                             5                             904                           
GREENVILLE 18                 1470                          374                           374                           482                           482                           3                             3                             859                           
GREENVILLE 19                 2394                          768                           768                           167                           167                           1                             1                             936                           
GREENVILLE 20                 1300                          311                           311                           390                           390                           1                             1                             702                           
GREENVILLE 21                 1576                          384                           384                           334                           334                           3                             3                             721                           
GREENVILLE 22                 2348                          530                           530                           731                           731                           2                             2                             1263                          
GREENVILLE 23                 2030                          384                           384                           719                           719                           2                             2                             1105                          
GREENVILLE 24                 4229                          858                           858                           755                           755                           9                             9                             1622                          
GREENVILLE 25                 2176                          391                           391                           340                           340                           3                             3                             734                           
GREENVILLE 26                 1907                          505                           505                           270                           270                           3                             3                             778                           
GREENVILLE 27                 1278                          145                           145                           453                           453                           4                             4                             602                           
GREENVILLE 28                 1275                          235                           235                           201                           201                           2                             2                             438                           
GREENVILLE 29                 2037                          551                           551                           156                           156                           2                             2                             709                           
AIKEN                         1058                          239                           239                           142                           142                           2                             2                             383                           
ALTAMONT FOREST               1270                          203                           203                           528                           528                           3                             3                             734                           
ASHETON LAKES                 3129                          492                           492                           1122                          1122                          2                             2                             1616                          
AVON                          1652                          287                           287                           554                           554                           5                             5                             846                           
BELLE MEADE                   1834                          679                           679                           36                            36                            0                             0                             715                           
BELLS CROSSING                2916                          535                           535                           943                           943                           5                             5                             1483                          
BELMONT                       1010                          273                           273                           114                           114                           0                             0                             387                           
BEREA                         1467                          271                           271                           300                           300                           0                             0                             571                           
BOILING SPRINGS               2177                          443                           443                           730                           730                           2                             2                             1175                          
BOTANY WOODS                  1823                          333                           333                           497                           497                           2                             2                             832                           
BROOKGLENN                    1316                          237                           237                           376                           376                           0                             0                             613                           
